First	Last	Address	City	State	Zip	Phone
Glen	Post	250 Hacienda Ave	Morgan Hill	CA	95008	(408) 555-3500
Al	Richardson	1925 Winchester Blvd	San Jose	CA	95008	(408) 555-2002
Toby	Siers	1004 Second Street	Mountain View	CA	95112-5827	(408) 555-1000
Mark	Wright	1506 Dell Ave	San Jose	CA	95008	(408) 555-8787
Rich	Kitchens	476 Vandell Way	Sunnyvale	CA	95008	(408) 555-6711
Wally	Watson	1265 Bascom Ave	Gilroy	CA	95008	(650) 555-1990
Lang	Laskey	1520 Dell Ave	Morgan Hill	CA	95008	(408) 555-2500
Craig	Scully	62 San Tomas Aquino Road	San Jose	CA	95008	(408) 555-5105
Kari	Lee	1610 Dell Ave	Santa Clara	CA	95008	(650) 555-0814
Greg	Campbell	142 Central Ave	San Jose	CA	95008	(408) 555-6000
Malcolm	Thompson	700 Hamilton Ave	San Jose	CA	95008	(415) 555-1580
Urban	Goldsworthy	3425 Bascom Ave	Santa Clara	CA	95008	(415) 555-1414
George	Castles	590 Division Street	San Jose	CA	95008	(408) 555-3535
Russ	Youngblood	1400 Dell Ave	Cupertino	CA	95008	(415) 555-7800
Danny	Leiker	250 Hamilton Ave	San Jose	CA	95008	(650) 555-1028
Jim	Harris	42 Campbell Ave	San Jose	CA	95008	(408) 555-0200
Phil	Hench	851 Hamilton Ave	Belmont	CA	95008	(408) 555-8174
Bob	Mascia	300 Orchard City Drive	Santa Clara	CA	95008	(408) 555-0206
Richard	O'Connor	1999 Bascom Ave	Morgan Hill	CA	95008	(212) 555-3340
Wing	Belding	2542 Bascom Ave	Los Gatos	CA	95008	(408) 555-8600
Ted	Coleman	591 Hamilton Ave	Gilroy	CA	95008	(650) 555-0216
Pekka	Davis	595 Millich Ave	San Jose	CA	95008	(408) 555-1119
Jim	Johnson	1475 Bascom Ave	Gilroy	CA	95008	(408) 555-8447
John	Ramirez	535 Westchester Drive	Santa Clara	CA	95008	(650) 555-2011
Russ	Raineri	300 Harbor Blvd	Cupertino	CA	usa	(415) 555-0181
Linda	Renaud	6900 Chestnut Street	San Jose	CA	95020-6635	(408) 555-3377
Jay	Shear	6900 Chestnut Street	San Jose	CA	95020-6635	(650) 555-6964
Jim	Albanese	1013 Third Street	San Jose	CA	95112-5842	(650) 555-8191
George	Stromberg	6900 Chestnut Street	Los Gatos	CA	95020-6635	(408) 555-3300
Mike	Castignani	6900 Chestnut Street	Los Gatos	CA	95020-6635	(408) 555-0900
Frank	Cody	6900 Chestnut Street	Los Gatos	CA	95020-6635	(408) 555-9600
Dianne	Fukuda	6900 Chestnut Street	Sunnyvale	CA	95020-6635	(508) 555-2889
Pete	Haugh	6900 Chestnut Street	Milpitas	CA	95020-6635	(408) 555-6700
John	Miyahara	6906 Chestnut Street	San Jose	CA	95020-6635	(415) 555-4860
Michael	"Q ""Menumac"""	402 Tenth Street	San Jose	CA	95020	(415) 555-0500
Andy	Matteoni	6980 Chestnut Street	San Jose	CA	95020-6635	(415) 555-6124
Ralph	Peckham	6990 Chestnut Street	San Jose	CA	95020-6635	(408) 555-0945
Peter	Lee	6986 Chestnut Street	Santa Clara	CA	95020-6635	(408) 555-2460
Tad	Scuncio	8190 Murray Ave	Morgan Hill	CA	95020-4605	(213) 555-3491
Ying	Dykes	8292 Murray Ave	San Jose	CA	95020-4601	(408) 555-0888
Keith	Taylor	1350 Pacheco Pass Hwy	San Jose	CA	95020-9559	(415) 555-7929
Jing	Biggar	303 Tenth Street	Milpitas	CA	95020-6570	(408) 555-7066
David	O'Toole	5887 Monterey Road	San Jose	CA	95020-9587	(415) 555-5420
Mallon	Ellison	6110 Monterey Road	Los Altos	CA	95020-9502	(408) 555-0461
Ray	Kovaleski	40 Hornlein Court	Gilroy	CA	95020-6944	(408) 555-9701
Rick	Edwards	7300 Monterey Road	Los Gatos	CA	95020-6924	(408) 555-6300
Wendy	Rashene	110 Monterey Road	Morgan Hill	CA	95020	(408) 555-5880
Ron	Greenfield	7270 Monterey Road	Santa Clara	CA	95020-6922	(415) 555-9453
Vern	Eder	7350 Monterey Street	San Jose	CA	95020-6935	(206) 555-0704
Lawrence	Tsai	7340 Monterey Street	San Jose	CA	95020-6935	(415) 555-1860
Mary Ann	Guterman	7360 Railroad Street	San Jose	CA	95020-6919	(408) 555-6666
Doug	Hofer	7340 Railroad Street	Santa Clara	CA	95020-6919	(415) 555-4120
Ken	Phillips	7340 Railroad Street	San Jose	CA	95020-6919	(650) 555-2211
Marshall	Serlin	7341 Alexander Street	Gilroy	CA	95020-6908	(650) 555-2118
Joseph	Coghlan	7351 Alexander Street	Los Gatos	CA	95020-6908	(408) 555-5500
Dr. M.G.P.	Mcmenamin	7361 Alexander Street	Santa Clara	CA	95020-6908	(650) 555-7676
John	Kilczewski	7381 Alexander Street	Campbell	CA	95020-6908	(415) 555-2800
Earnie	Kubo	188 Sixth Street	Los Gatos	CA	95020-6902	(408) 555-3231
Dave	Stein	178 Sixth Street	Sunnyvale	CA	95020-6902	(408) 555-8999
John	Henderson	7390 Monterey Street	San Jose	CA	95020-6935	(408) 555-3000
Sam	Jones	7360 Monterey Street	Santa Clara	CA	95020-6935	(408) 555-3082
Judy	Hogan	7320 Monterey Street	Campbell	CA	95020-6935	(650) 555-8811
Doug	Ruth	7310 Monterey Street	Santa Clara	CA	95020-6935	(408) 555-9154
Tony	Burke	7470 Railroad Street	Santa Clara	CA	95020-5819	(415) 555-7219
Robert	David	7450 Railroad Street	San Jose	CA	95020-5819	(415) 555-0900
John	Hanaway	144 Martin Street	San Jose	CA	95020-5815	(201) 555-3000
Patrick	Cote	124 Martin Street	Los Gatos	CA	95020-5815	(408) 555-5435
Ted	Tripaldi	44 Martin Street	San Jose	CA	95020-5813	(415) 555-1498
Tito	Bennett	20 Martin Street	Morgan Hill	CA	95020-5813	(650) 555-0080
Tim	Morrell	7484 Monterey Street	Los Gatos	CA	95020-5824	(510) 555-8620
Gerald	Dale	7460 Monterey Street	Los Gatos	CA	95020-5824	(415) 555-1007
Joe	Flanagan	7450 Monterey Street	Morgan Hill	CA	95020-5824	(408) 555-4745
William	Thomas	7440 Monterey Road	San Jose	CA	95020-5824	(650) 555-2986
Steven H.	Johnson	7436 Monterey Street	San Jose	CA	95020-5824	(408) 555-1701
Kathy	Denholm	7432 Monterey Street	San Jose	CA	95020-5824	(408) 555-4455
Andre	McMullan	7412 Monterey Street	Fremont	CA	95020-5824	(408) 555-3837
Michael	Gilmurray	7411 Railroad Street	Santa Clara	CA	95020-5818	(415) 555-2100
Tim	Shapino	7481 Railroad Street	Los Gatos	CA	95020-5818	(408) 555-1851
Marty	Seiden	7491 Railroad Street	Santa Clara	CA	95020-5818	(408) 555-9400
Ira	Snider	7595 Railroad Street	Santa Clara	CA	95020-5820	(415) 555-3300
Edward	Spilsbury	7555 Railroad Street	San Jose	CA	95020-5820	(707) 555-2333
Bob	Connor	7598 Monterey Road	San Jose	CA	95020-5826	(408) 555-5000
Mr. David A.	Elkins	7588 Monterey Street	San Jose	CA	95020-5826	(408) 555-2611
Norm	Eyre	7574 Monterey Street	San Jose	CA	95020-5826	(408) 555-1366
Paul	Dove	7568 Monterey Street	Gilroy	CA	95020-5826	(650) 555-8811
Leon	Himes	7560 Monterey Street	San Jose	CA	95020-5826	(714) 555-1011
Vicki	Olenchalk	7554 Monterey Street	San Jose	CA	95020-5826	(650) 555-2500
Lanny	Dowling	7550 Monterey Street	San Jose	CA	95020-5826	(415) 555-2022
Juan	Rutzler	1009 Third Street	Santa Clara	CA	95112-5842	(617) 555-4980
Claude	Wood	7542 Monterey Street	Los Altos	CA	95020-5826	(408) 555-5600
Ms.	Bengiveno	7526 Monterey Street	San Jose	CA	95020-5826	(415) 555-3120
Jiro	Borelli	7500 Monterey Road	Santa Clara	CA	95020-5826	(408) 555-9656
Marilyne	Pasquinelli	144 Lewis Street	Sunnyvale	CA	95020-5210	(415) 555-9300
Brian	Templeton	130 Lewis Street	San Jose	CA	95020-5210	(714) 555-5004
Mike	Gale	7550 Railroad Street	Fremont	CA	95020-5821	(415) 555-9030
Linda	Miller	7540 Railroad Street	San Jose	CA	95020-5821	(408) 555-0277
George	Rose	979 Third Street	Santa Clara	CA	95112-5840	(415) 555-2380
Toi	Charney	7530 Railroad Street	San Jose	CA	95020-5821	(408) 555-1166
David	Sakamoto	7520 Railroad Street	San Jose	CA	95020-5821	(408) 555-4000
John	Harris	111 Martin Street	Santa Clara	CA	95020-5814	(408) 555-1666 ext 319
Mike	Heinrich	133 Martin Street	Morgan Hill	CA	95020-5814	(408) 555-7446
Lewis F.	Hoffman	7700 Monterey Street	San Jose	CA	95020-5218	(408) 555-5470
Dave	Bastert	7700 Monterey Street	Milpitas	CA	95020-5218	(415) 555-3900
Tom	Kousnetz	7680 Monterey Street	Santa Clara	CA	95020-5216	(415) 555-1700
Paul	Harrison	7680 Monterey Street	Los Gatos	CA	95020-5216	(415) 555-0700
Robert	Schmidt	7660 Monterey Street	San Jose	CA	95020-5216	(650) 555-5474
Alan	Hess	7652 Monterey Street	San Jose	CA	95020-5216	(415) 555-1661
Benson	Smith	7648 Monterey Road	Los Gatos	CA	95020-5216	(415) 555-1150
Jim	Jacobs	7638 Monterey Street	Los Gatos	CA	95020-5216	(650) 555-0300
Diana	O'Hanlon	7634 Monterey Street	Gilroy	CA	95020-5216	(408) 555-7477
Steve	Lees	230 Monterey Road	Santa Clara	CA	95020	(408) 555-1100
James	Wong	7600 Monterey Road	Santa Clara	CA	95020-5216	(408) 555-7056
Larry	Baumgartner	965 Third Street	Morgan Hill	CA	95112-5840	(213) 555-7600
Jean	Wasko	8220 Monterey Street	Menlo Park	CA	95020-4524	(408) 555-3917
M. Thomas	Pearlman	961 Third Street	Morgan Hill	CA	95112-5840	(214) 555-5700
Simon	Dudeck	7840 Monterey Street	Santa Clara	CA	95020-4520	(408) 555-8000
Bonnie	Kuehner	7850 Monterey Road	Santa Clara	CA	95020-4520	(415) 555-6060
William	Fletcher	8111 Swanston Lane	San Jose	CA	95020-4526	(415) 555-7470
Ronald	Fletcher	7920 Monterey Street	Morgan Hill	CA	95020-4521	(847) 555-7911
Raymond	Hiland	7990 Monterey Street	Milpitas	CA	95020-4521	(408) 555-2610
Carita/Marritt	Jackson	8040 Monterey Street	Cupertino	CA	95020	(408) 555-1986
Ron	Kaminski	7810 Monterey Street	Los Gatos	CA	95020-4530	(408) 555-0928
Dale	Riordan	7810 Monterey Street	Los Gatos	CA	95020-4530	(408) 555-0644
Barry	Lyn	7810 Monterey Street	Campbell	CA	95020-4530	(408) 555-7717
Bob	Donovan	7818 Monterey Street	Gilroy	CA	95020-4530	(408) 555-9551
Joe	Shaffer	7840 Monterey Street	Morgan Hill	CA	95020-4520	(408) 555-3315
Jim	Shuler	7860 Monterey Street	Gilroy	CA	95020-4520	(650) 555-4949 Ext. 200
Lee	Breen	7880 Monterey Street	Los Gatos	CA	95020-4520	(408) 555-8810
John	Holden	7888 Monterey Street	Sunnyvale	CA	95020-4520	(800) 555-2733
Norman	Kaspar	7896 Monterey Street	San Jose	CA	95020-4520	(212) 555-3600
Dennis	Macfee	8091 Swanston Lane	Morgan Hill	CA	95020-4513	(408) 555-3700
Jim	Mcgrath	8271 Forest Street	San Jose	CA	95020-4504	(305) 555-5185
Jeffrey	Meyersieck	611 Leavesley Road	San Jose	CA	95020-3610	(408) 555-8244
Dale	Miller	8430 Murray Ave	San Jose	CA	95020-3636	(408) 555-2280
Joe	O'Brien	8435 San Ysidro Ave	San Jose	CA	95020-3624	(408) 555-3400
Ron	Archer	957 Third Street	Los Gatos	CA	95112-5840	(510) 555-1411
Mike	Snover	8425 San Ysidro Ave	Santa Clara	CA	95020-3624	(408) 555-7123
J.	Steinbush	8430 Murray Ave	Morgan Hill	CA	95020-3636	(408) 555-0766
J.B.	Stockero	8901 Murray Ave	Santa Clara	CA	95020-3633	(408) 555-6100
Orville	Swan	16225 Condit Road	Cupertino	CA	95037	(408) 555-6600
Velia	Vickers	16245 Condit Road	San Jose	CA	95037	(408) 555-3386
Robert	Di Pietro	16525 Condit Road	Morgan Hill	CA	95037-9533	(415) 555-0660
Joseph L	Wiser	16695 Condit Road	Santa Clara	CA	95037-9533	(415) 555-2000
Bob	Woodward	16725 Condit Road	San Jose	CA	95037-9552	(408) 555-0800
Millard	Andres	820 Dunne Ave	Santa Clara	CA	95037-4609	(415) 555-4400
Frank	Baldwin	810 Dunne Ave	Milpitas	CA	95037-4609	(510) 555-5555
Audrey	Domich	800 Dunne Ave	Los Gatos	CA	95037-4609	(408) 555-1920
Susan	Moore	830 Dunne Ave	Milpitas	CA	95037-4609	(650) 555-0500
Juan	Nguyen	840 Dunne Ave	Santa Clara	CA	95037-4609	(617) 555-4999
Ron	Devine	850 Dunne Ave	Fremont	CA	95037-4609	(415) 555-3660
Tom	Trautman	860 Dunne Ave	San Jose	CA	95037-4609	(408) 555-7000
Taylor	Finney	860 Dunne Ave	Mountain View	CA	95037-4609	(650) 555-2431
Richard	Garner	15840 Monterey Road	San Jose	CA	95037-5475	(650) 555-0176
Corie	Koch	275 Tennant Ave	San Jose	CA	95037-5476	(510) 555-2300
Mardel	Lockenmeyer	16250 Monterey Street	San Jose	CA	95037-7112	(408) 555-6630
Joe	Benevento	16450 Monterey Road	San Jose	CA	95037-5132	(408) 555-9500
Dave	Chiechi	16430 Monterey Road	Milpitas	CA	95037-5117	(714) 555-7125
Timothy	Curran	16330 Monterey Street	Los Gatos	CA	95037-5406	(408) 555-8651
John	Herrick	953 Third Street	San Jose	CA	95112-5840	(408) 555-6000
Jean	Derry	16485 Church Street	Sunnyvale	CA	95037-5438	(408) 555-0408
John W.	Ericson	705 Church Street	San Jose	CA	95037	(415) 555-5200
Jim	Kurfess	16940 Monterey Street	Morgan Hill	CA	95037-5120	(602) 555-5379
Jim	Mccann	75 Myrtle Ave	Santa Clara	CA	95037-5106	(408) 555-8435
Isam	Morrison	45 Myrtle Ave	Santa Clara	CA	95037-5106	(408) 555-1000
Ralph	Olson	16925 Church Street	Sunnyvale	CA	95037-5101	(408) 555-6131
Jacklyn	Reilly	16945 Church Street	Gilroy	CA	95037-5101	(415) 555-1460
John	Bringuo	16955 Church Street	Gilroy	CA	95037-5101	(510) 555-4100
Len	Bauer	90 Dunne Ave	Santa Clara	CA	95037-5108	(415) 555-7333
Ivan	Augusto	70 Dunne Ave	San Jose	CA	95037-5108	(408) 555-8800
Jerry	Fitch	60 Dunne Ave	Campbell	CA	95037-5108	(408) 555-6100
Gerald	Miller	40 Dunne Ave	Santa Clara	CA	95037-5108	(415) 555-1007
Jay	Yandle	16990 Monterey Street	Morgan Hill	CA	95037-5120	(650) 555-8383
John	Bottomley	951 Third Street	San Jose	CA	95112-5871	(408) 555-1014
Bill	Folis	95 Bisceglia Ave	Morgan Hill	CA	95037-5102	(408) 555-1212
Irwin	Ward	16855 Church Street	Gilroy	CA	95037-5133	(512) 555-4797
David	Smith	50 Myrtle Ave	San Jose	CA	95037-5107	(650) 555-3160
Jill	Davis	30 Myrtle Ave	Gilroy	CA	95037-5107	(408) 555-3900
Richard	Miranda	16890 Monterey Road	San Jose	CA	95037-5119	(415) 555-3636
Kirk	Dodds	16870 Monterey Street	Santa Clara	CA	95037-5119	(408) 555-1500
Henry	Collins	16870 Monterey Street	San Jose	CA	95037-5119	(415) 555-9538
Dennis	Pine	16860 Monterey Street	San Jose	CA	95037-5119	(650) 555-2400
Mr. Walt	Hamilton Iii	16830 Monterey Street	San Jose	CA	95037-5119	(408) 555-6707
Joe	Talmidge	16820 Monterey Highway	Mountain View	CA	95037-5119	(404) 555-0011
Jerry	Macphee Jr.	16810 Monterey Street	Fremont	CA	95037-5119	(650) 555-2506
Roger	Mac Phee	16765 Church Street	San Jose	CA	95037-5111	(408) 555-8597
Hazel	Lintner	90 Bisceglia Ave	San Jose	CA	95037-5103	(408) 555-0815
Jeremy	Copro	50 Bisceglia Ave	Santa Clara	CA	95037-5103	(213) 555-1700
Jim	Wood	40 Bisceglia Ave	Gilroy	CA	95037-5103	(408) 555-4191
Mike	Selonick	30 Bisceglia Ave	Milpitas	CA	95037-5121	(408) 555-1111
Frank	Wood	16790 Monterey Road	San Jose	CA	95037-5105	(408) 555-7500
James	Roney	16780 Monterey Street	Gilroy	CA	95037-5105	(617) 555-3807
Hiroko	Parker	16770 Monterey Street	Los Gatos	CA	95037-5105	(408) 555-0600
Gene	Parker	16760 Monterey Road	Gilroy	CA	95037-5105	(408) 555-0440
Phil	Johnson	16750 Monterey Street	Sunnyvale	CA	95037-5105	(408) 555-1120
Yoshi	Sobrato	16720 Monterey Street	Los Gatos	CA	95037-5105	(415) 555-4555
Robert	Bruner	6881 Monterey Road	Los Gatos	CA	95020-6662	(408) 555-9111
Hal	Steed	6901 Monterey Road	San Jose	CA	95020-6625	(408) 555-2300
Richard	Michaels	162 Tenth Street	San Jose	CA	95020-6501	(408) 555-2233
Frank	Biagent	6991 Monterey Road	Gilroy	CA	95020-6625	(415) 555-3688
Lyman	Capro	7051 Monterey Street	Los Gatos	CA	95020-6613	(650) 555-8552
Mark	Lowe	7001 Monterey Street	San Jose	CA	95020-6613	(408) 555-1700
George	Peterson	945 Third Street	Cupertino	CA	95112-5840	(408) 555-2700
Herb	Lowe	7021 Monterey Street	Sunnyvale	CA	95020-6613	(415) 555-2692
Mike	Kuba	7031 Monterey Street	Los Gatos	CA	95020-6613	(408) 555-9022
Ernest	Seedorf	7161 Monterey Street	Los Gatos	CA	95020-6615	(408) 555-2486
David	Rascona	7201 Monterey Road	Mountain View	CA	95020-6921	(408) 555-8709
Kathy	Friedman	7201 Monterey Road	Santa Clara	CA	95020-6921	(650) 555-3200
William	Bennett	7237 Monterey Road	Sunnyvale	CA	95020-6921	(408) 555-8665
Kathryn	Jordan	7243 Monterey Street	Santa Clara	CA	95020-6921	(415) 555-8300
Dan	Aldrich	7259 Monterey Street	Los Gatos	CA	95020-6921	(800) 555-5566
Monte	Curtis	7275 Monterey Street	San Jose	CA	95020-6921	(650) 555-2735
Ralph	Jewell	10 Seventh Street	Campbell	CA	95020-6107	(408) 555-2300
Micheal	Masurian	36 Seventh Street	Santa Clara	CA	95020-6107	(408) 555-1200
Dick	Garner	7330 Eigleberry Street	Mountain View	CA	95020-6119	(415) 555-9494
Brad	White	7301 Monterey Street	Morgan Hill	CA	95020-6923	(208) 555-8344
Bob	Mccarthy	7341 Monterey Street	Gilroy	CA	95020-6923	(408) 555-0900
Tom	Teeuws	7347 Monterey Street	Morgan Hill	CA	95020-6923	(916) 555-9021
Cindy	Gionatti	7353 Monterey Street	San Jose	CA	95020-6923	(415) 555-5500
Mike	Scoggins	7355 Monterey Street	Gilroy	CA	95020-6923	(408) 555-3200
Arthur A.	Dubose	7357 Monterey Street	San Jose	CA	95020-6923	(408) 555-4333
Stephen	Silverman	939 Third Street	Morgan Hill	CA	95112-5840	(212) 555-8181
John	Beddell	7367 Monterey Street	Milpitas	CA	95020-6923	(408) 555-5200
Francis	Flint	7373 Monterey Street	Cupertino	CA	95020-6923	(408) 555-9025
Laura	Plumley	7377 Monterey Street	Santa Clara	CA	95020-6923	(408) 555-2500
John	Monarch	7387 Monterey Street	San Jose	CA	95020-6923	(650) 555-1222
Richard	Demetrus	39 Sixth Street	Santa Clara	CA	95020-6152	(415) 555-8400
Bill	Ring	7401 Monterey Road	Sunnyvale	CA	95020-5823	(408) 555-1600
Dan	Kovacevic	7411 Monterey Street	Santa Clara	CA	95020-5823	(408) 555-4200
Chapman	Baker	7419 Monterey Street	Mountain View	CA	95020-5823	(408) 555-6700
Greg	Black	7419 Monterey Street	San Jose	CA	95020-5823	(510) 555-2300
Tony	Heibel	7421 Monterey Road	Gilroy	CA	95020-5823	(408) 555-1770
Annette	Meyerson	7423 Monterey Street	Los Altos	CA	95020-5823	(650) 555-7100
Jay	Lenihan	7433 Monterey Street	Los Gatos	CA	95020-5823	(415) 555-7400
Michael	Finn	7435 Monterey Street	Santa Clara	CA	95020-5823	(408) 555-7267
Ken Mazaki	Weinberg	7441 Monterey Street	Cupertino	CA	95020-5823	(408) 555-8760
Michael	Gray	7445 Monterey Street	San Jose	CA	95020-5823	(925) 555-8700
Bruce	Martignetti	7451 Monterey Street	Sunnyvale	CA	95020-5823	(508) 555-2889
Dwight	Smith	7453 Monterey Street	San Jose	CA	95020-5823	(408) 555-0666
Jose	Roe	7455 Monterey Road	San Jose	CA	95020-5823	(408) 555-1101
Donn	Zanze	7461 Monterey Street	San Jose	CA	95020-5823	(650) 555-2545
Monica	Horton	7473 Monterey Road	Sunnyvale	CA	95020-5823	(408) 555-3259
Darlene	Montgomery	7477 Monterey Street	Mountain View	CA	95020-5823	(415) 555-8855
E.	Rahinsky	7483 Monterey Street	Morgan Hill	CA	95020-5823	(212) 555-7200
Larry	Wang	7485 Monterey Road	San Jose	CA	95020-5823	(408) 555-1677
Robert	Hacker	7487 Monterey Street	Morgan Hill	CA	95020-5823	(213) 555-4200
Richard	Slepcevic	7497 Monterey Street	Milpitas	CA	95020-5823	(510) 555-1000
Seamus	Miller	7501 Monterey Street	Morgan Hill	CA	95020-5825	(213) 555-4900
Bob	MC Gowan	7511 Monterey Road	San Jose	CA	95020-5825	(408) 555-4688
Hagop	Wang	7515 Monterey Street	Los Gatos	CA	95020-5825	(408) 555-8132
Billye A.	Webber	7517 Monterey Street	Santa Clara	CA	95020-5825	(408) 555-5959
Dave	Chang	7525 Monterey Street	San Jose	CA	95020-5825	(408) 555-4866
David	Anthony	7529 Monterey Street	Los Gatos	CA	95020-5825	(408) 555-5960
Richard	Craig	7533 Monterey Street	Sunnyvale	CA	95020-5825	(415) 555-7007
Greg	Mader	7539 Monterey Street	Campbell	CA	95020-5825	(408) 555-9200
Chris	Sneath	7543 Monterey Street	Santa Clara	CA	95020-5825	(650) 555-8901
Charles	Zerges	7557 Monterey Street	San Jose	CA	95020-5825	(415) 555-8722
Jeff	Holcomb	7557 Monterey Street	Cupertino	CA	95020-5825	(408) 555-1000
Philip	Lackovic	7561 Monterey Street	Mountain View	CA	95020-5825	(408) 555-8031
Mr. Ss.	Eggers	7573 Monterey Street	San Jose	CA	95020-5825	(408) 555-7000
Marshall	Lalond	7579 Monterey Street	Gilroy	CA	95020-5825	(510) 555-2300
Todd	Mcbee	1508 Monterey Road	San Jose	CA	95020	(408) 555-1409
Judith	Parsons	30 Third Street	Santa Clara	CA	95020-5107	(408) 555-1414
Jay	Mcclinton	7681 Monterey Street	Morgan Hill	CA	95020-5215	(213) 555-4315
Steve	Orlando	7601 Monterey Street	Campbell	CA	95020-5215	(408) 555-8302
Peter	Scentenne	7635 Monterey Street	San Jose	CA	95020-5215	(408) 555-6688
Steve	Paris	7641 Monterey Street	Cupertino	CA	95020-5215	(408) 555-0900
Bill	Nakanishi	7661 Monterey Street	San Jose	CA	95020-5215	(408) 555-4200
Gene	Purdy	7671 Monterey Street	San Jose	CA	95020-5215	(408) 555-8445
Pam	Herrera	7691 Monterey Street	San Jose	CA	95020-5215	(408) 555-9870
Morcross	Masamori	7777 Monterey Street	Morgan Hill	CA	95020-5217	(213) 555-1757
Sheree	Tran	7711 Monterey Street	Santa Clara	CA	95020-5217	(408) 555-7900
Steven	Kato	7733 Monterey Street	San Jose	CA	95020-5217	(408) 555-3318
Steve	Chadwick	7747 Monterey Street	San Jose	CA	95020-5217	(408) 555-2595
Tom	Laverty	7757 Monterey Street	San Jose	CA	95020-5217	(508) 555-4400
Larry	Moorman	7767 Monterey Street	Los Gatos	CA	95020-5217	(650) 555-1100
Ms. Joy	Mccaslin	7787 Monterey Road	Santa Clara	CA	95020-5242	(408) 555-9888
John	Herb	7797 Monterey Street	Santa Clara	CA	95020-5217	(415) 555-6959
Joanne	Cormier	7815 Monterey Street	Mountain View	CA	95020-4519	(408) 555-7500 Ext. 524
James	Shelton	7845 Monterey Road	Milpitas	CA	95020-4519	(408) 555-0663
Dave	Miller	1000 Third Street	Gilroy	CA	95112-5841	(408) 555-1600
Frank	Meluskey	7855 Monterey Street	Gilroy	CA	95020-4519	(408) 555-9400
Brian	Rutt	7865 Monterey Street	Sunnyvale	CA	95020-4519	(408) 555-8400
John	Scannell	1050 Third Street	San Jose	CA	95112-5841	(650) 555-1400
Dave	Straight	7895 Monterey Street	Campbell	CA	95020-4519	(408) 555-7222
Peter	Grobman	11 First Street	Campbell	CA	95020-5128	(650) 555-0131
Marty Di	Ellis	8065 Monterey Street	Los Gatos	CA	95020-4522	(408) 555-1520
Kenneth	Patterson	8175 Monterey Street	Morgan Hill	CA	95020-4534	(717) 555-9008
Bill	Kramer	8195 Monterey Street	Morgan Hill	CA	95020-4534	(650) 555-4426
Mr. Michael	Hickling	8335 Church Street	San Jose	CA	95020-4406	(408) 555-5993
Richard	Iserman	8365 Church Street	Cupertino	CA	95020-4406	(408) 555-8444
Elizabeth	Myerson	8365 Monterey Street	San Jose	CA	95020-4533	(973) 555-4479
Jon	Plouff	8405 Monterey Street	Gilroy	CA	95020-3600	(650) 555-7500
Jen	Pickett	91 Welburn Ave	San Jose	CA	95020	(510) 555-6101
James	Casto	8787 Monterey Street	San Jose	CA	95020-3625	(408) 555-7500
Dennis	Babian	8655 Monterey Road	Gilroy	CA	95020-3621	(408) 555-8140
Pamela	McNeill	8707 Monterey Road	Santa Clara	CA	95020-3625	(650) 555-4400
Ken	Valley	8797 Monterey Street	Santa Clara	CA	95020-3625	(415) 555-7800
John	Takasugi	8843 Monterey Road	San Jose	CA	95020-7207	(408) 555-0900
Manny Del	Laffey	1098 Third Street	San Jose	CA	95112-5841	(510) 555-2900
Jack	Poonja	8847 Monterey Road	Fremont	CA	95020-7207	(415) 555-1561
Laura	Blake	8985 Monterey Road	Morgan Hill	CA	95020-7205	(415) 555-0420
Jack	Ni	950 Third Street	Los Gatos	CA	95112-5839	(408) 555-1238
Allan	Reitman	8955 Monterey Road	San Jose	CA	95020-7205	(408) 555-9822
Dave	Cochran	9305 Monterey Road	Los Altos	CA	95020-9603	(415) 555-1811
Donna	Reiss	15295 Monterey Street	San Jose	CA	95037-5449	(408) 555-1780
John	Eder	745 Roble Drive	Morgan Hill	CA	95037-5815	(847) 555-1600
Jay	Reilly	715 Roble Drive	San Jose	CA	95037-5815	(808) 555-3000
Michael	Clark	705 Roble Drive	San Jose	CA	95037-5815	(415) 555-1205
Jim	Gilette	301 Vineyard Town CTR	Santa Clara	CA	95037-5674	(408) 555-0606
Becton	Hoenrider	411 Vineyard Town CTR	Santa Clara	CA	95037-5631	(408) 555-9475
Bob	Kohlenberg	501 Vineyard Town CTR	San Jose	CA	95037-5630	(650) 555-3911
Dan M	Hammer	421 Vineyard Town CTR	Gilroy	CA	95037-5631	(408) 555-7171
James	Walsh	146 Martha Street	Cupertino	CA	95112-5813	(408) 555-6160
Tony	Martin	451 Vineyark Town Center	Los Gatos	CA	95037	(408) 555-7300
Chris	Mesick	101 Vineyard Town CTR	San Jose	CA	95037-5685	(714) 555-8001
Julie K.	Parr	201 Vineyard Town CTR	San Jose	CA	95037-5673	(415) 555-8550
