First	Last	Address	City	State	Zip	Phone	Gender
Tig	Woodbridge	128 University Ave	Sunnyvale	CA	95030-6011	(650) 555-3600	M
Michael	Kowalik	126 University Ave	Sunnyvale	CA	95030-6011	(415) 555-0160	M
Larry	Adams	122 University Ave	Los Gatos	CA	95030-6011	(650) 555-9112	M
Vicki	Gannaway	118 University Ave	Sunnyvale	CA	95030-6011	(408) 555-5999	F
Don	Petersen	112 University Ave	Cupertino	CA	95030-6011	(408) 555-4995	M
Amy	Garcia	104 University Ave	Santa Clara	CA	95030-6011	(408) 555-4830	F
Max	Grellas	20 University Ave	Santa Clara	CA	95030-6009	(503) 555-3311	M
Jack	Trimble	78 Main Street	San Jose	CA	95030-6813	(650) 555-8520	M
Dick	Verdugo	14 Main Street	San Jose	CA	95030-6831	(415) 555-5577	M
Larry	Jesse	27 Main Street	Campbell	CA	95030-6810	(415) 555-8000	M
Bob	Haynes	81 Main Street	San Jose	CA	95030-6829	555-0969	M
Evan	Bitcon	101 Santa Cruz Ave	Mountain View	CA	95030-6701	(408) 555-4455	M
Rick	Covert	40 Park Ave	Los Gatos	CA	95030-6820	(408) 555-0277	M
William	Groner	21 Main Street	Santa Clara	CA	95030-6810	(415) 555-1590	M
Rick	Michaelis	25 Main Street	Gilroy	CA	95030-6810	(213) 555-1800	M
Colleen	Faroudja	48 Park Ave	Sunnyvale	CA	95030-6820	(408) 555-5100	F
Brian	Peachey	11 Montebello Way	Santa Clara	CA	95030-6808	(408) 555-0455	M
Todd	Baker	16150 Los Gatos Blvd	Gilroy	CA	95032-4516	(408) 555-9811	M
Buck	Makmann	15736 Los Gatos Blvd	Santa Clara	CA	95032-2508	(707) 555-7474	M
Russ	She	15748 Los Gatos Blvd	Gilroy	CA	95032-2508	(408) 555-1230	M
Paul	Dauser	15760 Los Gatos Blvd	Santa Clara	CA	95032-2508	(408) 555-2434	M
Kevin P.	Landry	15780 Los Gatos Blvd	Santa Clara	CA	95032-2508	(408) 555-6660	M
Bill	Gallien	142 Santa Cruz Ave	Santa Clara	CA	95030-6702	(415) 555-6200	M
Ted	Hall	110 Santa Cruz Ave	Sunnyvale	CA	95030-6702	(619) 555-2180	M
David	Ayars	1002 Second Street	Fremont	CA	95112-5827	(650) 555-1111	M
Stewart	Berman	20 Santa Cruz Ave	Santa Clara	CA	95030-6830	(408) 555-8811	M
Vincent	Dizon	140 Santa Cruz Ave	Los Gatos	CA	95030-6702	(852) 555-3525	M
Elaine	Malase	120 Santa Cruz Ave	San Jose	CA	95030-6702	(415) 555-7790	F
Gary	Hartford	100 Santa Cruz Ave	San Jose	CA	95030-6702	(408) 555-0070	M
Steven	Ludlow	25 Broadway	San Jose	CA	95030-6832	(408) 555-3300	M
Donald	Trod	29 Broadway	Santa Clara	CA	95030-6802	(650) 555-8000	M
Dave Page	Chamberlain	37 Broadway	San Jose	CA	95030-6802	(408) 555-4420	M
Clavin	Gundy	223 Main Street	Santa Clara	CA	95030-6818	(408) 555-7225	M
Myron	Buckly	229 Main Street	Campbell	CA	95030-6818	(408) 555-7502	M
Michael	Jeffrey	245 Main Street	Milpitas	CA	95030-6818	(650) 555-9011	M
Bob	Osborne	249 Main Street	Campbell	CA	95030-6818	(408) 555-2500	M
Eugene	Quimby	251 Main Street	Campbell	CA	95030-6818	(408) 555-5000	M
David	Barnes	253 Main Street	Morgan Hill	CA	95030-6818	(650) 555-5392	M
Rick	Wilton	215 Bean Ave	Santa Clara	CA	95030-5907	(408) 555-3343	M
Kurt	Camp	219 Bean Ave	San Jose	CA	95030-5944	(415) 555-1073	M
Lou	Wagner	3 Santa Cruz Ave	Santa Clara	CA	95030-5916	(408) 555-8955	M
Ellen	Shemirani	15 Lyndon Ave	Gilroy	CA	95030-5912	(213) 555-0731	F
Steve	Blech	300 Main Street	Sunnyvale	CA	95030-6807	(408) 555-3411	M
Michael	Katzka	224 Main Street	San Jose	CA	95030-6828	(408) 555-1500	M
Mike	Chang	17 Santa Cruz Ave	Gilroy	CA	95030-5916	(650) 555-9620	M
Rodger	Kedie	246 Main Street	Los Gatos	CA	95030-6817	(408) 555-4711	M
Kenneth	Burtis	16 Lyndon Ave	San Jose	CA	95030-5947	(650) 555-1120	M
Jim	Davis	21 Santa Cruz Ave	Cupertino	CA	95030-5916	(408) 555-1571	M
Ted	Traughber	23 Santa Cruz Ave	San Jose	CA	95030-5916	(510) 555-9200	M
Frank	Moore	25 Santa Cruz Ave	Santa Clara	CA	95030-5916	(408) 555-1000	M
Dr. Albert	Ruf, Ce	27 Santa Cruz Ave	San Jose	CA	95030-5916	(415) 555-3296	M
Lou	Koerber	35 Santa Cruz Ave	Los Gatos	CA	95030-5916	(650) 555-7485	M
George	Jones	39 Santa Cruz Ave	Morgan Hill	CA	95030-5916	(203) 555-6000	M
Steve	Guerdat	57 Santa Cruz Ave	Santa Clara	CA	95030-5916	(408) 555-8588	M
Ernest	West	59 Santa Cruz Ave	Los Gatos	CA	95030-5931	(408) 555-3231	M
Dave	Avanzino	59 Victory Lane	Mountain View	CA	95030-5920	(408) 555-2113	M
Rob	Hoff	213 Bean Ave	Los Gatos	CA	95030-5907	(408) 555-3900	M
Gary	Hunt	310 Main Street	Santa Clara	CA	95030-6807	(415) 555-2060	M
Jim	Bever	155 Santa Cruz Ave	Morgan Hill	CA	95030-5946	(408) 555-5251	M
Juanita	Lettecier	217 Santa Cruz Ave	Los Gatos	CA	95030-7206	(408) 555-7266	F
Michael	Dodds	233 Santa Cruz Ave	San Jose	CA	95030-7206	(415) 555-9001	M
Lynne	Kotsubo	154 Wilder Ave	Santa Clara	CA	95030-5924	(408) 555-0981	M
Joanne	William	105 Santa Cruz Ave	Sunnyvale	CA	95030-5918	(703) 555-9400	F
Karen	Maclay	111 Santa Cruz Ave	Mountain View	CA	95030-5918	(650) 555-2132	M
Frank	Edwards	115 Santa Cruz Ave	San Jose	CA	95030-5918	(408) 555-9400	M
Bob	Rooney	133 Santa Cruz Ave	Campbell	CA	95030-5918	(408) 555-0444	M
Kent	Schodde Shodae	139 Santa Cruz Ave	San Jose	CA	95030-5918	(408) 555-1800	M
Joann	Reed	151 Santa Cruz Ave	Santa Clara	CA	95030-5918	(408) 555-1060	F
William	Chakalian	201 Santa Cruz Ave	San Jose	CA	95030-7206	(650) 555-4141	M
George	Nelson	225 Santa Cruz Ave	San Jose	CA	95030-7206	(408) 555-2700	M
Betty	Cook	227 Santa Cruz Ave	Gilroy	CA	95030-7206	(408) 555-1443	F
Howard	Westphal	209 Bachman Ave	Morgan Hill	CA	95030-7219	(201) 555-6232	M
Jim	Albert	235 Saratoga Ave	Los Gatos	CA	95030-5308	(408) 555-1440	M
David	Procassini	331 Santa Cruz Ave	San Jose	CA	95030-7229	(650) 555-4141	M
Ted	Larwood SR	335 Santa Cruz Ave	Milpitas	CA	95030-7205	(925) 555-6202	M
Rex	Towson	349 Massol Ave	Santa Clara	CA	95030-7239	(408) 555-4648	M
David	Jones	325 Saratoga Ave	Santa Clara	CA	95030-5310	(408) 555-6200	M
Audrey	Miner	334 Tait Ave	San Jose	CA	95030-7246	(408) 555-0777	F
Francis	Trujillo	314 Tait Ave	San Jose	CA	95030-7217	(213) 555-2452	M
Hing	Hughes	310 Tait Ave	San Jose	CA	95030-7217	(415) 555-0331	M
Dave	Rhodes	256 Bachman Ave	Campbell	CA	95030-7220	(415) 555-3911	M
Shari	Zaporta	250 Bachman Ave	San Jose	CA	95030-7220	(408) 555-1777	F
William	Larson	244 Bachman Ave	Morgan Hill	CA	95030-7220	(415) 555-0211	M
Don	Ledford	238 Bachman Ave	Mountain View	CA	95030-7220	(408) 555-6900	M
Brian	Lebaron	226 Bachman Ave	Gilroy	CA	95030-7242	(408) 555-7407	M
Isam	Tripp	222 Bachman Ave	Los Gatos	CA	95030-7220	(408) 555-1000	M
Sal	Mccarthy	301 Santa Cruz Ave	San Jose	CA	95030-7229	(415) 555-5050	M
Diana	Weil	301 Santa Cruz Ave	Santa Clara	CA	95030-7229	(415) 555-5700	F
Henry	Phelps	301 Santa Cruz Ave	Morgan Hill	CA	95030-7229	(212) 555-5500	M
Joe	Wong	301 Santa Cruz Ave	San Jose	CA	95030-7229	(408) 555-8022	M
Jim	Bressem	301 Santa Cruz Ave	Santa Clara	CA	95030-7229	(415) 555-4244	M
Stephen	Wong	301 Santa Cruz Ave	Santa Clara	CA	95030-7229	(408) 555-2727	M
Kirin	Lu	301 Santa Cruz Ave	Santa Clara	CA	95030-7229	(408) 555-9198	F
Norman	Harris	966 Sixth Street	Santa Clara	CA	95112-3933	(408) 555-1520 x142	M
Grant	Henderson II	231 Almendra Ave	San Jose	CA	95030-7210	(415) 555-8000	M
Gene	Plette	259 Almendra Ave	San Jose	CA	95030-7210	(650) 555-7200	F
Foreign	Kufis	242 Almendra Ave	San Jose	CA	95030-7211	(650) 555-0720	M
Jerry	Marfatia	238 Almendra Ave	Santa Clara	CA	95030-7211	(415) 555-2400	M
David	Moore	238 Almendra Ave	Los Gatos	CA	95030-7211	(408) 555-3356	M
Ruth	Heath	234 Almendra Ave	Santa Clara	CA	95030-7211	(408) 555-7011	F
Kendall	Lee	230 Almendra Ave	Santa Clara	CA	95030-7211	(213) 555-4000	M
Bob	Mcnear	216 Almendra Ave	Campbell	CA	95030-7211	(408) 555-6100	M
Dale	Rodd	337 Santa Cruz Ave	San Jose	CA	95030-7205	(408) 555-7100	M
Raymond	Stevenson	349 Santa Cruz Ave	Mountain View	CA	95030-7205	(415) 555-2882	M
Joanne	Giovanola	223 Saratoga Ave	Santa Clara	CA	95030-5308	(408) 555-0344	F
Art	Schevan	225 Saratoga Ave	Los Gatos	CA	95030-5308	(408) 555-3500	M
Larry	Boots	315 Saratoga Ave	Santa Clara	CA	95030-5310	(408) 555-1515	M
Walter	Abreu	974 Sixth Street	Mountain View	CA	95112-3933	(408) 555-8000	M
Martha	Richie	2402 Zachary Way	Los Gatos	CA	95121-2270	(650) 555-7483	F
Wai-Hon	?	614 Tully Road	Los Gatos	CA	95111-1033	(408) 555-1800	F
Paul	Anderson	602 Tully Road	San Jose	CA	95111-1033	(408) 555-9100	M
Brent	Gordon	2410 Senter Road	Campbell	CA	95111-1040	(650) 555-4081	M
Mike	Clark	2895 Senter Road	San Jose	CA	95111-1149	(510) 555-1517	M
Lee	Lam	3161 Senter Road	San Jose	CA	95111-1300	(408) 555-1234	M
Joanne	Ruffatto	3167 Senter Road	Cupertino	CA	95111-1358	(408) 555-8696	F
Gary	Carlson	1709 Tully Road	San Jose	CA	95122-1898	(415) 555-9604	M
Jim	Thomas	1601 Tully Road	Mountain View	CA	95122-2533	(408) 555-1901	M
Kathy	Brewer	1605 Tully Road	Campbell	CA	95122-2533	(650) 555-2668	F
Kenny	Hamilton	1613 Tully Road	Mountain View	CA	95122-2533	(650) 555-6390	M
Lori	Ring	2013 Tully Road	Santa Clara	CA	95122-1801	(415) 555-2000	F
Kerry	Zemke	1995 Tully Road	San Jose	CA	95122-1801	(415) 555-8085	F
Michael	Urich	1212 Mcginness Ave	San Jose	CA	95127-4025	(416) 555-0100	M
Jim	Whitman	2384 Story Road	Gilroy	CA	95122-1056	(408) 555-3893	M
Mike	Willis	2278 Story Road	San Jose	CA	95122-1054	(408) 555-1791	M
Iris	Wong	2270 Story Road	Gilroy	CA	95122-1054	(408) 555-9444	F
Kenton	Jay	2264 Story Road	Santa Clara	CA	95122-1054	(408) 555-2020	M
Joseph	Costello	2258 Story Road	San Jose	CA	95122-1054	(408) 555-6688	M
Ray	Pollock	2250 Story Road	Cupertino	CA	95122-1054	(408) 555-8101	M
Barbara	Whitlow	2244 Story Road	Gilroy	CA	95122-1054	(650) 555-1167	F
John	Wong	2230 Story Road	San Jose	CA	95122-1054	(208) 555-5875	M
James	Gibson	2196 Story Road	San Jose	CA	95122-1616	(510) 555-1517	M
Timothy	Meacham	976 Sixth Street	Santa Clara	CA	95112-3933	(213) 555-7700	M
Bob	Tsiantar	1131 Adrian Way	Mountain View	CA	95122-3902	(408) 555-2400	M
Michael Del	Schem	2198 Story Road	Campbell	CA	95122-1616	(408) 555-1550	M
Andy	Hohenrieder	1115 Hopkins Drive	Santa Clara	CA	95122-1623	(408) 555-1700	M
Alan	Ku	1990 Story Road	Los Gatos	CA	95122-1930	(408) 555-1919	M
Linda	Kellenberger	1984 Story Road	Sunnyvale	CA	95122-1930	(650) 555-8666	F
Carey	Runnion	1976 Story Road	Milpitas	CA	95122-1930	(408) 555-1909	F
John	Igoe, Mail Stop 0302	1968 Story Road	Milpitas	CA	95122-1930	(408) 555-0992	M
Dayton	Neitzelt	1960 Story Road	Santa Clara	CA	95122-1930	(408) 555-0770	M
Richard	Casto	1952 Story Road	Los Gatos	CA	95122-1930	(408) 555-6000	M
Bill	Feal	1942 Story Road	Sunnyvale	CA	95122-1930	(408) 555-7200	M
Grant	Rici	1934 Story Road	Mountain View	CA	95122-1930	(408) 555-5085	M
Veronica	Metz	1926 Story Road	Santa Clara	CA	95122-1930	(415) 555-9810	F
Mike	Baker	1918 Story Road	Gilroy	CA	95122-1930	555-0969	M
Paul	Rainy	1910 Story Road	San Jose	CA	95122-1930	(408) 555-1653	M
Al	Le Gardeur	1902 Story Road	Sunnyvale	CA	95122-1930	(408) 555-1800	M
Bill	Morze	1894 Story Road	Santa Clara	CA	95122-1925	(408) 555-7673	M
Randy	Sterling	1886 Story Road	Santa Clara	CA	95122-1925	(408) 555-8888	M
Russ	Wells	1878 Story Road	Mountain View	CA	95122-1925	(650) 555-0121	M
Tom	Hopkins	1870 Story Road	San Jose	CA	95122-1925	(408) 555-1500	M
Jim	Backes	1862 Story Road	Sunnyvale	CA	95122-1925	(408) 555-2005	M
Tony	Hagen	1854 Story Road	Cupertino	CA	95122-1925	(408) 555-8340	M
Wendy	Spreeman	1697 Marsh Street	Gilroy	CA	95122-2133	(972) 555-9757	F
Arnaldo	Wright	279 White Road	San Jose	CA	95127-1942	(650) 555-3600	M
Brooks	Gamble	200 Jackson Ave	Gilroy	CA	95116-1601	(408) 555-8700	M
Gary	Kemeny	200 Jackson Ave	San Jose	CA	95116-1601	(213) 555-8336	M
James	Hob Son	200 Jackson Ave	San Jose	CA	95116-1601	(510) 555-8402	M
Gus	Cherrier	200 Jackson Ave	San Jose	CA	95116-1601	(408) 555-6688	M
Robert	Pierson	2323 Montpelier Drive	San Jose	CA	95116-1611	(408) 555-7400	M
Anthony	Bachman	280 Jackson Ave	Los Altos	CA	95116-1607	(800) 555-2733 Ext. 4449	M
Andrew	Higa	266 Jackson Ave	Los Gatos	CA	95116-1606	(408) 555-5800	M
Nagesh	Mustain	2380 Montpelier Drive	Santa Clara	CA	95116-1610	(408) 555-9475	M
Jim	Mervau	2324 Montpelier Drive	Mountain View	CA	95116-1612	(415) 555-1313	M
Earl	Micheff	1000 Sixth Street	San Jose	CA	95112-3935	(408) 555-3382	M
Larry	Granger	244 Jackson Ave	Los Gatos	CA	95116-1604	(408) 555-0371	M
Jack	Serpa	130 Jackson Ave	Mountain View	CA	95116-1907	(408) 555-0900	M
Jeff	Foster	132 Jackson Ave	Morgan Hill	CA	95116-1907	(916) 555-3723	M
M.R. (Wally)	Starr	150 Jackson Ave	San Jose	CA	95116-1908	(415) 555-0343	M
Dave	Gai	1715 Lido Way	Santa Clara	CA	95116-3507	(916) 555-0900	M
Daniel	Johnson	1727 Lido Way	San Jose	CA	95116-3507	(408) 555-1300	M
John	Bondam	1755 Lido Way	Los Gatos	CA	95116-3508	(408) 555-1960	M
Mark	Mcauliff	1767 Lido Way	Los Gatos	CA	95116-3508	(408) 555-8788	M
Paul	Eddy	1793 Lido Way	Gilroy	CA	95116-3509	(408) 555-6161	M
Chuck	Petty	1805 Lido Way	Cupertino	CA	95116-3574	(415) 555-6111	M
Jackie	Sudol	1825 Lido Way	San Jose	CA	95116-3510	(650) 555-7302 Ext. 3010	F
Keith	Langley	1841 Lido Way	Santa Clara	CA	95116-3510	(415) 555-4122	M
Kathy	Paratori	72 King Road	San Jose	CA	95116-2522	(408) 555-9200	F
Don	Galvan	105 Jackson Ave	Santa Clara	CA	95116-1913	(408) 555-2801	M
Francis	Laney	105 Jackson Ave	Santa Clara	CA	95116-1913	(408) 555-5959	M
Richard	Wolf	105 Jackson Ave	Los Altos	CA	95116-1913	(510) 555-2948	M
Mary	Lei	105 Jackson Ave	Santa Clara	CA	95116-1913	(408) 555-1008	F
R. Hutch	Summers	105 Jackson Ave	Mountain View	CA	95116-1913	(415) 555-6414	M
Jan	Liu	125 Jackson Ave	San Jose	CA	95116-1916	(408) 555-5080	F
Mogens	Ireland	125 Jackson Ave	San Jose	CA	95116-1903	(415) 555-5644	M
Lori	Tong	125 Jackson Ave	Los Gatos	CA	95116-1903	(408) 555-6471	F
Bob	Moore	125 Jackson Ave	San Jose	CA	95116-1903	(408) 555-0400	M
William	Austin	125 Jackson Ave	Los Altos	CA	95116-1903	(408) 555-1355	M
David	Minegishi	125 Jackson Ave	San Jose	CA	95116-1903	(408) 555-0551	M
Mike	Jenkins	125 Jackson Ave	Cupertino	CA	95116-1903	(408) 555-0111	M
John	Frank	125 Jackson Ave	San Jose	CA	95116-1903	(415) 555-0689	M
Ron	Lanka	125 Jackson Ave	Sunnyvale	CA	95116-1903	(408) 555-6744	M
Robert	White	125 Jackson Ave	Mountain View	CA	95116-1903	(408) 555-0400	M
Udo	Kennedy	125 Jackson Ave	Santa Clara	CA	95116-1903	(408) 555-3080	M
Mike MC	Shavitz	125 Jackson Ave	Sunnyvale	CA	95116-1903	(408) 555-8400	M
Patrick	Zakin	125 Jackson Ave	Mountain View	CA	95116-1903	(408) 555-8883	M
Nob	Crossley	125 Jackson Ave	Santa Clara	CA	95116-1915	(408) 555-6400	M
David	Smith	125 Jackson Ave	San Jose	CA	95116-1903	(408) 555-9900	M
Yoshihisa	Kneeland	125 Jackson Ave	Santa Clara	CA	95116-1903	(408) 555-8020	F
Gerry/Gerald	Bell	125 Jackson Ave	San Jose	CA	95116-1903	(415) 555-1100	M
Jay G.	Solarez	1018 Sixth Street	Los Altos	CA	95112-3935	(408) 555-1668	M
John	Marengo	125 Jackson Ave	San Jose	CA	95116-1903	(408) 555-0111	M
Bruce	Pliner	125 Jackson Ave	San Jose	CA	95116-1903	(408) 555-6000	M
Richard	Carlson	115 Jackson Ave	Fremont	CA	95116-1924	(415) 555-1000	M
Anita	Gianatti	115 Jackson Ave	Santa Clara	CA	95116-1924	(408) 555-3334	F
Richard	Park	115 Jackson Ave	Milpitas	CA	95116-1924	(408) 555-8700	M
Steve	Lyon	155 Jackson Ave	Santa Clara	CA	95116-1925	(408) 555-1701	M
Glen	Shah	155 Jackson Ave	San Jose	CA	95116-1925	(650) 555-2211	M
David	Phillips	155 Jackson Ave	San Jose	CA	95116-1925	(707) 555-2333	M
Ralph	Faust	155 Jackson Ave	Santa Clara	CA	95116-1925	(408) 555-0111	M
James	Lavine	155 Jackson Ave	Santa Clara	CA	95116-1925	(408) 555-0400	M
Roger	Chiponis	155 Jackson Ave	Gilroy	CA	95116-1925	(408) 555-8360	M
Mr. Roger	Tobias	135 Jackson Ave	San Jose	CA	95116-1917	(408) 555-1943	M
Don	Latourette	135 Jackson Ave	Los Gatos	CA	95116-1917	(408) 555-0410	M
Art	Flasck	135 Jackson Ave	San Jose	CA	95116-1917	(408) 555-2436	M
Harry	Frandsen	145 Jackson Ave	San Jose	CA	95116-1918	(408) 555-9475	M
Philip	Goheen	135 Jackson Ave	Santa Clara	CA	95116-1917	(408) 555-1700	M
Jerome	Mcdowell	1030 Sixth Street	Santa Clara	CA	95112-3935	(415) 555-3160	M
Gary	Campbell	135 Jackson Ave	Santa Clara	CA	95116-1917	(408) 555-9000	M
Paul	Arrieta	135 Jackson Ave	Campbell	CA	95116-1917	(650) 555-0100	M
Boydine	Bergum	2121 Alexian Drive	San Jose	CA	95116-1906	(408) 555-1122	M
Ed	Arroz	1684 Mckee Road	San Jose	CA	95116-1237	(408) 555-3133	M
Dr. Hsun	Platt	1680 Mckee Road	San Jose	CA	95116-1237	(408) 555-9898	M
Ralph	Daniel	290 Mcdonald Ave	Gilroy	CA	95116-1230	(408) 555-4700	M
Judy	Schneider	1660 Mckee Road	San Jose	CA	95116-1235	(408) 555-8980	F
Gary	Conroy	2398 Senter Road	Sunnyvale	CA	95112-2616	(650) 555-0412	M
Gary	Desjardin	639 Tully Road	Los Gatos	CA	95111-1000	(408) 555-3033	M
Douglas	Martig	647 Tully Road	San Jose	CA	95111-1042	(408) 555-9010	M
Ray	Hammitt	925 Remillard Court	Milpitas	CA	95122-2625	(408) 555-9701	M
Mr. Andreas	Ewbank	930 Remillard Court	Los Altos	CA	95122-2625	(408) 555-7840	M
R.	Eiselman	940 Remillard Court	Morgan Hill	CA	95122-2625	(415) 555-1977	M
Jane	Jesse	960 Remillard Court	Milpitas	CA	95122-2616	(714) 555-3525	F
Cris	Nelson	755 Story Road	San Jose	CA	95122-2628	(408) 555-5588	M
Mark	Choi	1145 Story Road	Santa Clara	CA	95122-2633	(408) 555-6886	M
Tom	Lau	495 William Street	Santa Clara	CA	95112-3770	(408) 555-1200	M
Peggy	Baker	475 William Street	Santa Clara	CA	95112-3768	(408) 555-6455	F
Ben	Roscoe	50 17th Street	Morgan Hill	CA	95112-2031	(212) 555-7187	M
Bob	Piper	70 17th Street	San Jose	CA	95112-2031	(408) 555-0660	M
Frank	Mitchell	82 17th Street	Santa Clara	CA	95112-2031	(408) 555-7605	M
Steve	Lee	96 17th Street	Santa Clara	CA	95112-2031	(408) 555-8338	M
Mark C.	Herbig	45 17th Street	Los Gatos	CA	95112-2032	(408) 555-0678	M
Gary	Pelton	99 17th Street	Gilroy	CA	95112-2032	(408) 555-8511	M
R.	Harris	87 17th Street	Morgan Hill	CA	95112-2032	(203) 555-7702	M
Gay	Ha	35 17th Street	Santa Clara	CA	95112-2032	(408) 555-4566	F
Tyler	Dwong	25 17th Street	Gilroy	CA	95112-2032	(408) 555-5959	M
Steven	Harris	780 Santa Clara Street	Morgan Hill	CA	95112-1909	(212) 555-7411	M
Ray	Desilets	20 16th Street	San Jose	CA	95112-2029	(408) 555-7703	M
Jeff	Hansen	24 16th Street	Los Altos	CA	95112-2029	(650) 555-0650	M
Gene	Renola	32 16th Street	Santa Clara	CA	95112-2029	(408) 555-2400	M
Michael	Vasconcelles	40 16th Street	San Jose	CA	95112-2029	(408) 555-5170	M
Henry	Michels	48 16th Street	San Jose	CA	95112-2029	(408) 555-9290	M
Art	Kunkel	98 16th Street	San Jose	CA	95112-2029	(415) 555-6700	M
R Lawrence	Giamell	101 16th Street	Sunnyvale	CA	95112-2153	(408) 555-2500	M
Richard	Oswald	737 San Fernando Street	Cupertino	CA	95112-2009	(408) 555-1710	M
Joan L.	Heinemann	747 San Fernando Street	Santa Clara	CA	95112-2009	(408) 555-2934	F
Roy	Johnson	95 16th Street	Santa Clara	CA	95112	(415) 555-3770	M
Ned	Vizon	77 16th Street	Los Gatos	CA	95112	(925) 555-6206	M
Mike	Fincy	1036 Sixth Street	Santa Clara	CA	95112-3935	(408) 555-6525	M
Dnaa	Richmond	71 16th Street	Santa Clara	CA	95112	(415) 555-1441	M
Dick	Joe	65 16th Street	Santa Clara	CA	95112	(408) 555-9550	M
Richard Dick	Mcmann	55 16th Street	Los Gatos	CA	95112	(408) 555-2500	M
William	Jr.	51 16th Street	San Jose	CA	95112	(408) 555-1300	M
Jim	Richards	43 16th Street	San Jose	CA	95112	(408) 555-7000	M
Roy	Moffet	35 16th Street	Santa Clara	CA	95112	(415) 555-5513	M
Kay	Broyles	33 16th Street	San Jose	CA	95112	(408) 555-0133	F
Roger	Alvey	25 16th Street	Santa Clara	CA	95112	(650) 555-6300	M
Jack	Vu	55 14th Street	Cupertino	CA	95112-2016	(408) 555-1222	M
Dave	Felton	43 14th Street	Gilroy	CA	95112-2016	(510) 555-1947	M
Rodney	Ely	33 14th Street	Santa Clara	CA	95112-2016	(415) 555-0123	M
Mr. Murray	Dewey	36 13th Street	San Jose	CA	95112-2021	(408) 555-3100	M
Pabian	Quinn	86 13th Street	Gilroy	CA	95112-2021	(312) 555-2347	M
Mike	Mockler	75 15th Street	Sunnyvale	CA	95112-2026	(650) 555-9016	M
Doris	Manderick	43 15th Street	Mountain View	CA	95112-2026	(408) 555-3344	F
Kay	Marlatt	25 15th Street	San Jose	CA	95112-2026	(408) 555-5555	M
Gary	Marlatt	70 14th Street	San Jose	CA	95112-2015	(510) 555-1180	M
Joe	Blakesly	96 14th Street	Santa Clara	CA	95112-2015	(650) 555-1300	M
Logan	Severt	576 Santa Clara Street	Santa Clara	CA	95112-2019	(408) 555-5251	M
Nicholas	Larkin	97 13th Street	San Jose	CA	95112-2022	(408) 555-2255	M
Elmer J.	Thornton	87 13th Street	San Jose	CA	95112-2022	(408) 555-0674	M
Doug	Formaneck	41 13th Street	Milpitas	CA	95112-2022	(408) 555-8036	M
Jim	Jones	35 13th Street	San Jose	CA	95112-2022	(800) 555-2931	M
Greg	Philbrick	60 12th Street	Fremont	CA	95112-2019	(415) 555-1388	M
Dave	Wolff	1042 Sixth Street	Cupertino	CA	95112-3935	(408) 555-7766	M
Ilona	Greenback	90 12th Street	Gilroy	CA	95112-2019	(408) 555-0670	M
Tom De	Day	91 12th Street	Santa Clara	CA	95112-2020	(415) 555-8400	M
Robert	Nakasuji	315 San Fernando Street	Los Gatos	CA	95112-3550	(408) 555-2916	M
Gill	Ewing	57 13th Street	San Jose	CA	95112-3439	(650) 555-3200	M
Donald E.	Skeeters	75 13th Street	Santa Clara	CA	95112-3439	(408) 555-6700	M
William	Jimenez	560 Saint John Street	Los Gatos	CA	95112-3413	(415) 555-2222	M
Thomas	Coker	83 13th Street	Los Gatos	CA	95112-3439	(408) 555-1315	M
Michael R.	Gertz	91 13th Street	San Jose	CA	95112-3439	(408) 555-0850	M
Juduth	Reller	99 13th Street	Santa Clara	CA	95112-3439	(408) 555-8800	F
Peter	Wilke	93 14th Street	Sunnyvale	CA	95112-6207	(408) 555-9572	M
John	Arenstein	25 14th Street	San Jose	CA	95112-6204	(408) 555-5900	M
James	Liu	604 Saint John Street	Santa Clara	CA	95112-6202	(408) 555-3000	M
Rob	Healy	80 13th Street	Sunnyvale	CA	95112-3438	(408) 555-3900	M
Greg	Stelzer	60 13th Street	Los Gatos	CA	95112-3438	(408) 555-8000	M
John	Buckley	56 13th Street	Los Gatos	CA	95112-3438	(650) 555-2011	M
Gary G.	Mcguire	30 13th Street	Santa Clara	CA	95112-3459	(408) 555-9110	M
Len	Williams	65 14th Street	Gilroy	CA	95112-6207	(650) 555-4197	M
Jay	Mcfaddin	79 14th Street	San Jose	CA	95112-6207	(408) 555-9553	M
Jerry	Dipko	10 16th Street	San Jose	CA	95112-2029	(408) 555-4015	M
John	Elliott	765 Santa Clara Street	Los Gatos	CA	95112	(408) 555-8855	M
Larry	Sanchez	296 Third Street	Los Gatos	CA	95112-5211	(408) 555-8077	M
Jack	Anderson	284 Third Street	San Jose	CA	95112-5222	(408) 555-4304	M
Patrick	Katzman	276 Third Street	Santa Clara	CA	95112-5241	(408) 555-6543	M
Judd	Silver	260 Third Street	San Jose	CA	95112-5293	(408) 555-1900	M
Paige	Corbage	256 Third Street	San Jose	CA	95112-5223	(408) 555-4000	M
Harman	Graham	232 Third Street	Mountain View	CA	95112-5226	(650) 555-1155	M
Doug	Rehrman	233 Third Street	Santa Clara	CA	95112-7235	(408) 555-7383	M
Vic	Waller	247 Third Street	Gilroy	CA	95112-5209	(415) 555-7474	M
Don	Mulley	253 Third Street	Campbell	CA	95112-7213	(408) 555-2900	M
Karen	Deem	255 Third Street	Fremont	CA	95112-5224	(415) 555-0123	F
